date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-02-10,SKU0039,0,2262.0,29,502
2025-02-17,SKU0039,0,2262.0,29,502
2025-02-24,SKU0039,0,2262.0,29,502
2025-03-03,SKU0039,1958,0.0,29,502
2025-03-10,SKU0039,1593,0.0,29,502
2025-03-17,SKU0039,1288,0.0,29,502
2025-03-24,SKU0039,957,0.0,29,502
2025-03-31,SKU0039,656,0.0,29,502
2025-04-07,SKU0039,343,2238.0,29,502
2025-04-14,SKU0039,0,2238.0,29,502
2025-04-21,SKU0039,0,2238.0,29,502
2025-04-28,SKU0039,0,2238.0,29,502
2025-05-05,SKU0039,2109,0.0,29,502
2025-05-12,SKU0039,1850,,29,502
2025-05-19,SKU0039,1603,0.0,29,502
2025-05-26,SKU0039,1343,0.0,29,502
2025-06-02,SKU0039,1106,0.0,29,502
2025-06-09,SKU0039,903,0.0,29,502
2025-06-16,SKU0039,715,0.0,29,502
2025-06-23,SKU0039,537,0.0,29,502
2025-06-30,SKU0039,350,1212.0,29,502
2025-07-07,SKU0039,192,1212.0,29,502
2025-07-14,SKU0039,59,1212.0,29,502
2025-07-21,SKU0039,0,1212.0,29,502
2025-07-28,SKU0039,1109,0.0,29,502
2025-08-04,SKU0039,1002,0.0,29,502
2025-08-11,SKU0039,907,0.0,29,502
2025-08-18,SKU0039,803,0.0,29,502
2025-08-25,SKU0039,693,0.0,29,502
2025-09-01,SKU0039,594,0.0,29,502
2025-09-08,SKU0039,464,,29,502
2025-09-15,SKU0039,336,1283.0,29,502
2025-09-22,SKU0039,228,1283.0,29,502
2025-09-29,SKU0039,112,1283.0,29,502
2025-10-06,SKU0039,1285,0.0,29,502
2025-10-13,SKU0039,1153,0.0,29,502
2025-10-20,SKU0039,1023,0.0,29,502
2025-10-27,SKU0039,868,0.0,29,502
2025-11-03,SKU0039,696,0.0,29,502
2025-11-10,SKU0039,509,0.0,29,502
2025-11-17,SKU0039,322,1315.0,29,502
2025-11-24,SKU0039,120,1315.0,29,502
2025-12-01,SKU0039,0,1315.0,29,502
2025-12-08,SKU0039,0,1315.0,29,502
2025-12-15,SKU0039,1074,0.0,29,502
2025-12-22,SKU0039,708,0.0,29,502
2025-12-29,SKU0039,441,2441.0,29,502
2024-01-01,SKU0040,147,1657.0,21,1047
2024-01-08,SKU0040,0,1657.0,21,1047
2024-01-15,SKU0040,0,1657.0,21,1047
2024-01-22,SKU0040,1603,0.0,21,1047
2024-01-29,SKU0040,1277,0.0,21,1047
2024-02-05,SKU0040,943,1803.0,21,1047
2024-02-12,SKU0040,624,1803.0,21,1047
2024-02-19,SKU0040,307,1803.0,21,1047
2024-02-26,SKU0040,1797,0.0,21,1047
2024-03-04,SKU0040,1482,0.0,21,1047
2024-03-11,SKU0040,1209,0.0,21,1047
2024-03-18,SKU0040,881,1306.0,21,1047
2024-03-25,SKU0040,623,1306.0,21,1047
2024-04-01,SKU0040,360,1306.0,21,1047
2024-04-08,SKU0040,1423,0.0,21,1047
2024-04-15,SKU0040,1101,0.0,21,1047
2024-04-22,SKU0040,853,1121.0,21,1047
2024-04-29,SKU0040,601,1121.0,21,1047
2024-05-06,SKU0040,361,1121.0,21,1047
2024-05-13,SKU0040,1265,0.0,21,1047
2024-05-20,SKU0040,1060,0.0,21,1047
2024-05-27,SKU0040,840,927.0,21,1047
2024-06-03,SKU0040,636,927.0,21,1047
2024-06-10,SKU0040,435,927.0,21,1047
2024-06-17,SKU0040,1173,0.0,21,1047
2024-06-24,SKU0040,1011,995.0,21,1047
2024-07-01,SKU0040,815,,21,1047
2024-07-08,SKU0040,622,995.0,21,1047
2024-07-15,SKU0040,1415,0.0,21,1047
2024-07-22,SKU0040,1184,0.0,21,1047
2024-07-29,SKU0040,997,957.0,21,1047
2024-08-05,SKU0040,818,957.0,21,1047
2024-08-12,SKU0040,651,957.0,21,1047
2024-08-19,SKU0040,1456,0.0,21,1047
2024-08-26,SKU0040,1269,0.0,21,1047
2024-09-02,SKU0040,1067,0.0,21,1047
2024-09-09,SKU0040,817,869.0,21,1047
2024-09-16,SKU0040,599,869.0,21,1047
2024-09-23,SKU0040,389,869.0,21,1047
2024-09-30,SKU0040,1042,1001.0,21,1047
2024-10-07,SKU0040,810,1001.0,21,1047
2024-10-14,SKU0040,544,1001.0,21,1047
2024-10-21,SKU0040,1314,,21,1047
2024-10-28,SKU0040,1085,0.0,21,1047
2024-11-04,SKU0040,830,1179.0,21,1047
2024-11-11,SKU0040,567,1179.0,21,1047
2024-11-18,SKU0040,257,1179.0,21,1047
2024-11-25,SKU0040,1107,0.0,21,1047
2024-12-02,SKU0040,724,1944.0,21,1047
2024-12-09,SKU0040,425,1944.0,21,1047
2024-12-16,SKU0040,78,1944.0,21,1047
2024-12-23,SKU0040,1633,0.0,21,1047
2024-12-30,SKU0040,1309,0.0,21,1047
2025-01-06,SKU0040,956,2649.0,21,1047
2025-01-13,SKU0040,554,2649.0,21,1047
2025-01-20,SKU0040,253,2649.0,21,1047
2025-01-27,SKU0040,2574,0.0,21,1047
2025-02-03,SKU0040,2246,0.0,21,1047
2025-02-10,SKU0040,1936,0.0,21,1047
2025-02-17,SKU0040,1645,0.0,21,1047
2025-02-24,SKU0040,1325,0.0,21,1047
2025-03-03,SKU0040,1007,1708.0,21,1047
2025-03-10,SKU0040,723,1708.0,21,1047
2025-03-17,SKU0040,439,1708.0,21,1047
2025-03-24,SKU0040,1851,0.0,21,1047
2025-03-31,SKU0040,1561,0.0,21,1047
2025-04-07,SKU0040,1289,,21,1047
2025-04-14,SKU0040,936,2095.0,21,1047
2025-04-21,SKU0040,657,2095.0,21,1047
2025-04-28,SKU0040,408,2095.0,21,1047
2025-05-05,SKU0040,2269,0.0,21,1047
2025-05-12,SKU0040,2053,0.0,21,1047
2025-05-19,SKU0040,1839,0.0,21,1047
2025-05-26,SKU0040,1632,0.0,21,1047
2025-06-02,SKU0040,1427,0.0,21,1047
2025-06-09,SKU0040,1235,0.0,21,1047
2025-06-16,SKU0040,1073,0.0,21,1047
2025-06-23,SKU0040,880,816.0,21,1047
2025-06-30,SKU0040,709,816.0,21,1047
2025-07-07,SKU0040,535,816.0,21,1047
2025-07-14,SKU0040,1182,0.0,21,1047
2025-07-21,SKU0040,923,1395.0,21,1047
2025-07-28,SKU0040,767,1395.0,21,1047
2025-08-04,SKU0040,584,1395.0,21,1047
2025-08-11,SKU0040,1828,0.0,21,1047
2025-08-18,SKU0040,1653,0.0,21,1047
2025-08-25,SKU0040,1457,0.0,21,1047
2025-09-01,SKU0040,1260,0.0,21,1047
2025-09-08,SKU0040,1016,1299.0,21,1047
2025-09-15,SKU0040,805,1299.0,21,1047
2025-09-22,SKU0040,586,1299.0,21,1047
2025-09-29,SKU0040,1687,0.0,21,1047
2025-10-06,SKU0040,1476,0.0,21,1047
2025-10-13,SKU0040,1244,0.0,21,1047
2025-10-20,SKU0040,996,1393.0,21,1047
2025-10-27,SKU0040,741,1393.0,21,1047
2025-11-03,SKU0040,487,1393.0,21,1047
2025-11-10,SKU0040,1628,0.0,21,1047
2025-11-17,SKU0040,1343,0.0,21,1047
2025-11-24,SKU0040,1046,1317.0,21,1047
2025-12-01,SKU0040,652,,21,1047
2025-12-08,SKU0040,349,1317.0,21,1047
2025-12-15,SKU0040,1348,0.0,21,1047
2025-12-22,SKU0040,897,2592.0,21,1047
2025-12-29,SKU0040,591,2592.0,21,1047
2024-01-01,SKU0041,0,1231.0,18,769
2024-01-08,SKU0041,0,1231.0,18,769
2024-01-15,SKU0041,0,1231.0,18,769
2024-01-22,SKU0041,1032,0.0,18,769
2024-01-29,SKU0041,752,970.0,18,769
2024-02-05,SKU0041,477,970.0,18,769
2024-02-12,SKU0041,222,970.0,18,769
2024-02-19,SKU0041,921,0.0,18,769
2024-02-26,SKU0041,667,1071.0,18,769
2024-03-04,SKU0041,406,1071.0,18,769
2024-03-11,SKU0041,166,1071.0,18,769
2024-03-18,SKU0041,1013,0.0,18,769
2024-03-25,SKU0041,789,0.0,18,769
2024-04-01,SKU0041,584,742.0,18,769
2024-04-08,SKU0041,358,742.0,18,769
2024-04-15,SKU0041,827,0.0,18,769
2024-04-22,SKU0041,625,680.0,18,769
2024-04-29,SKU0041,412,680.0,18,769
2024-05-06,SKU0041,883,0.0,18,769
2024-05-13,SKU0041,686,809.0,18,769
2024-05-20,SKU0041,496,809.0,18,769
2024-05-27,SKU0041,290,809.0,18,769
2024-06-03,SKU0041,878,0.0,18,769
2024-06-10,SKU0041,675,827.0,18,769
2024-06-17,SKU0041,494,827.0,18,769
2024-06-24,SKU0041,304,827.0,18,769
2024-07-01,SKU0041,927,0.0,18,769
2024-07-08,SKU0041,691,911.0,18,769
2024-07-15,SKU0041,457,911.0,18,769
2024-07-22,SKU0041,161,911.0,18,769
2024-07-29,SKU0041,839,0.0,18,769
2024-08-05,SKU0041,618,828.0,18,769
2024-08-12,SKU0041,343,828.0,18,769
2024-08-19,SKU0041,904,0.0,18,769
2024-08-26,SKU0041,632,920.0,18,769
2024-09-02,SKU0041,350,920.0,18,769
2024-09-09,SKU0041,0,920.0,18,769
2024-09-16,SKU0041,630,1004.0,18,769
2024-09-23,SKU0041,330,1004.0,18,769
2024-09-30,SKU0041,29,1004.0,18,769
2024-10-07,SKU0041,725,1343.0,18,769
2024-10-14,SKU0041,400,1343.0,18,769
2024-10-21,SKU0041,73,1343.0,18,769
2024-10-28,SKU0041,1086,0.0,18,769
2024-11-04,SKU0041,768,1132.0,18,769
2024-11-11,SKU0041,421,1132.0,18,769
2024-11-18,SKU0041,88,1132.0,18,769
2024-11-25,SKU0041,904,0.0,18,769
2024-12-02,SKU0041,510,1860.0,18,769
2024-12-09,SKU0041,185,1860.0,18,769
2024-12-16,SKU0041,1783,0.0,18,769
2024-12-23,SKU0041,1381,0.0,18,769
2024-12-30,SKU0041,1052,0.0,18,769
2025-01-06,SKU0041,684,1867.0,18,769
2025-01-13,SKU0041,354,1867.0,18,769
2025-01-20,SKU0041,71,1867.0,18,769
2025-01-27,SKU0041,1642,0.0,18,769
2025-02-03,SKU0041,1384,0.0,18,769
2025-02-10,SKU0041,1132,0.0,18,769
2025-02-17,SKU0041,867,,18,769
2025-02-24,SKU0041,597,866.0,18,769
2025-03-03,SKU0041,346,866.0,18,769
2025-03-10,SKU0041,105,866.0,18,769
2025-03-17,SKU0041,760,770.0,18,769
2025-03-24,SKU0041,522,770.0,18,769
2025-03-31,SKU0041,267,770.0,18,769
2025-04-07,SKU0041,845,0.0,18,769
2025-04-14,SKU0041,576,992.0,18,769
2025-04-21,SKU0041,359,992.0,18,769
2025-04-28,SKU0041,1150,0.0,18,769
2025-05-05,SKU0041,939,0.0,18,769
2025-05-12,SKU0041,735,804.0,18,769
2025-05-19,SKU0041,534,804.0,18,769
2025-05-26,SKU0041,323,804.0,18,769
2025-06-02,SKU0041,932,0.0,18,769
2025-06-09,SKU0041,747,663.0,18,769
2025-06-16,SKU0041,550,663.0,18,769
2025-06-23,SKU0041,350,663.0,18,769
2025-06-30,SKU0041,785,0.0,18,769
2025-07-07,SKU0041,594,713.0,18,769
2025-07-14,SKU0041,386,713.0,18,769
2025-07-21,SKU0041,767,1116.0,18,769
2025-07-28,SKU0041,568,1116.0,18,769
2025-08-04,SKU0041,309,1116.0,18,769
2025-08-11,SKU0041,1176,0.0,18,769
2025-08-18,SKU0041,910,0.0,18,769
2025-08-25,SKU0041,623,912.0,18,769
2025-09-01,SKU0041,356,912.0,18,769
2025-09-08,SKU0041,0,912.0,18,769
2025-09-15,SKU0041,586,992.0,18,769
2025-09-22,SKU0041,263,992.0,18,769
2025-09-29,SKU0041,947,0.0,18,769
2025-10-06,SKU0041,625,1331.0,18,769
2025-10-13,SKU0041,308,1331.0,18,769
2025-10-20,SKU0041,0,1331.0,18,769
2025-10-27,SKU0041,1089,0.0,18,769
2025-11-03,SKU0041,772,0.0,18,769
2025-11-10,SKU0041,482,1128.0,18,769
2025-11-17,SKU0041,113,1128.0,18,769
2025-11-24,SKU0041,978,0.0,18,769
2025-12-01,SKU0041,512,1613.0,18,769
2025-12-08,SKU0041,172,1613.0,18,769
2025-12-15,SKU0041,1547,0.0,18,769
2025-12-22,SKU0041,1104,0.0,18,769
2025-12-29,SKU0041,782,0.0,18,769
2024-01-01,SKU0042,155,0.0,21,96
2024-01-08,SKU0042,100,0.0,21,96
2024-01-15,SKU0042,62,164.0,21,96
2024-01-22,SKU0042,23,164.0,21,96
2024-01-29,SKU0042,0,164.0,21,96
2024-02-05,SKU0042,134,,21,96
2024-02-12,SKU0042,107,0.0,21,96
2024-02-19,SKU0042,90,152.0,21,96
2024-02-26,SKU0042,57,152.0,21,96
2024-03-04,SKU0042,37,152.0,21,96
2024-03-11,SKU0042,161,0.0,21,96
2024-03-18,SKU0042,134,0.0,21,96
2024-03-25,SKU0042,107,0.0,21,96
2024-04-01,SKU0042,88,140.0,21,96
2024-04-08,SKU0042,68,140.0,21,96
2024-04-15,SKU0042,21,140.0,21,96
2024-04-22,SKU0042,133,0.0,21,96
2024-04-29,SKU0042,103,0.0,21,96
2024-05-06,SKU0042,71,,21,96
2024-05-13,SKU0042,34,134.0,21,96
2024-05-20,SKU0042,6,134.0,21,96
2024-05-27,SKU0042,108,0.0,21,96
2024-06-03,SKU0042,82,146.0,21,96
2024-06-10,SKU0042,48,146.0,21,96
2024-06-17,SKU0042,16,146.0,21,96
2024-06-24,SKU0042,128,0.0,21,96
2024-07-01,SKU0042,94,165.0,21,96
2024-07-08,SKU0042,62,165.0,21,96
2024-07-15,SKU0042,31,165.0,21,96
2024-07-22,SKU0042,162,0.0,21,96
2024-07-29,SKU0042,121,0.0,21,96
2024-08-05,SKU0042,84,184.0,21,96
2024-08-12,SKU0042,37,184.0,21,96
2024-08-19,SKU0042,4,184.0,21,96
2024-08-26,SKU0042,165,0.0,21,96
2024-09-02,SKU0042,122,0.0,21,96
2024-09-09,SKU0042,59,330.0,21,96
2024-09-16,SKU0042,8,330.0,21,96
2024-09-23,SKU0042,0,330.0,21,96
2024-09-30,SKU0042,303,0.0,21,96
2024-10-07,SKU0042,264,0.0,21,96
2024-10-14,SKU0042,222,0.0,21,96
2024-10-21,SKU0042,176,0.0,21,96
2024-10-28,SKU0042,129,0.0,21,96
2024-11-04,SKU0042,83,211.0,21,96
2024-11-11,SKU0042,42,,21,96
2024-11-18,SKU0042,8,211.0,21,96
2024-11-25,SKU0042,201,0.0,21,96
2024-12-02,SKU0042,152,0.0,21,96
2024-12-09,SKU0042,103,0.0,21,96
2024-12-16,SKU0042,56,176.0,21,96
2024-12-23,SKU0042,13,176.0,21,96
2024-12-30,SKU0042,0,176.0,21,96
2025-01-06,SKU0042,141,0.0,21,96
2025-01-13,SKU0042,93,168.0,21,96
2025-01-20,SKU0042,63,168.0,21,96
2025-01-27,SKU0042,29,168.0,21,96
2025-02-03,SKU0042,163,0.0,21,96
2025-02-10,SKU0042,140,0.0,21,96
2025-02-17,SKU0042,109,0.0,21,96
2025-02-24,SKU0042,80,133.0,21,96
2025-03-03,SKU0042,51,133.0,21,96
2025-03-10,SKU0042,26,133.0,21,96
2025-03-17,SKU0042,135,0.0,21,96
2025-03-24,SKU0042,110,0.0,21,96
2025-03-31,SKU0042,80,124.0,21,96
2025-04-07,SKU0042,47,124.0,21,96
2025-04-14,SKU0042,8,124.0,21,96
2025-04-21,SKU0042,107,0.0,21,96
2025-04-28,SKU0042,80,,21,96
2025-05-05,SKU0042,56,126.0,21,96
2025-05-12,SKU0042,27,126.0,21,96
2025-05-19,SKU0042,119,0.0,21,96
2025-05-26,SKU0042,91,148.0,21,96
2025-06-02,SKU0042,55,148.0,21,96
2025-06-09,SKU0042,23,148.0,21,96
2025-06-16,SKU0042,139,0.0,21,96
2025-06-23,SKU0042,108,0.0,21,96
2025-06-30,SKU0042,80,169.0,21,96
2025-07-07,SKU0042,47,169.0,21,96
2025-07-14,SKU0042,11,169.0,21,96
2025-07-21,SKU0042,129,0.0,21,96
2025-07-28,SKU0042,92,175.0,21,96
2025-08-04,SKU0042,50,175.0,21,96
2025-08-11,SKU0042,10,175.0,21,96
2025-08-18,SKU0042,169,0.0,21,96
2025-08-25,SKU0042,126,0.0,21,96
2025-09-01,SKU0042,88,205.0,21,96
2025-09-08,SKU0042,28,205.0,21,96
2025-09-15,SKU0042,0,205.0,21,96
2025-09-22,SKU0042,186,0.0,21,96
2025-09-29,SKU0042,156,0.0,21,96
2025-10-06,SKU0042,97,0.0,21,96
2025-10-13,SKU0042,63,195.0,21,96
2025-10-20,SKU0042,16,195.0,21,96
2025-10-27,SKU0042,0,195.0,21,96
2025-11-03,SKU0042,154,0.0,21,96
2025-11-10,SKU0042,103,0.0,21,96
2025-11-17,SKU0042,63,186.0,21,96
2025-11-24,SKU0042,20,186.0,21,96
2025-12-01,SKU0042,0,186.0,21,96
2025-12-08,SKU0042,146,0.0,21,96
2025-12-15,SKU0042,97,0.0,21,96
2025-12-22,SKU0042,59,279.0,21,96
2025-12-29,SKU0042,26,279.0,21,96
2024-01-01,SKU0043,142,493.0,24,237
2024-01-08,SKU0043,0,493.0,24,237
2024-01-15,SKU0043,0,493.0,24,237
2024-01-22,SKU0043,0,493.0,24,237
2024-01-29,SKU0043,421,0.0,24,237
2024-02-05,SKU0043,306,0.0,24,237
2024-02-12,SKU0043,213,516.0,24,237
2024-02-19,SKU0043,124,516.0,24,237
2024-02-26,SKU0043,17,516.0,24,237
2024-03-04,SKU0043,0,516.0,24,237
2024-03-11,SKU0043,433,0.0,24,237
2024-03-18,SKU0043,348,0.0,24,237
2024-03-25,SKU0043,255,0.0,24,237
2024-04-01,SKU0043,186,350.0,24,237
2024-04-08,SKU0043,96,350.0,24,237
2024-04-15,SKU0043,0,350.0,24,237
2024-04-22,SKU0043,334,0.0,24,237
2024-04-29,SKU0043,267,0.0,24,237
2024-05-06,SKU0043,202,370.0,24,237
2024-05-13,SKU0043,128,370.0,24,237
2024-05-20,SKU0043,60,370.0,24,237
2024-05-27,SKU0043,4,370.0,24,237
2024-06-03,SKU0043,314,,24,237
2024-06-10,SKU0043,257,0.0,24,237
2024-06-17,SKU0043,192,255.0,24,237
2024-06-24,SKU0043,123,255.0,24,237
2024-07-01,SKU0043,56,255.0,24,237
2024-07-08,SKU0043,244,0.0,24,237
2024-07-15,SKU0043,179,249.0,24,237
2024-07-22,SKU0043,73,249.0,24,237
2024-07-29,SKU0043,12,249.0,24,237
2024-08-05,SKU0043,227,328.0,24,237
2024-08-12,SKU0043,157,328.0,24,237
2024-08-19,SKU0043,103,328.0,24,237
2024-08-26,SKU0043,46,328.0,24,237
2024-09-02,SKU0043,312,0.0,24,237
2024-09-09,SKU0043,191,732.0,24,237
2024-09-16,SKU0043,109,732.0,24,237
2024-09-23,SKU0043,28,732.0,24,237
2024-09-30,SKU0043,0,732.0,24,237
2024-10-07,SKU0043,640,0.0,24,237
2024-10-14,SKU0043,547,0.0,24,237
2024-10-21,SKU0043,463,0.0,24,237
2024-10-28,SKU0043,366,0.0,24,237
2024-11-04,SKU0043,266,0.0,24,237
2024-11-11,SKU0043,161,386.0,24,237
2024-11-18,SKU0043,50,386.0,24,237
2024-11-25,SKU0043,0,386.0,24,237
2024-12-02,SKU0043,346,0.0,24,237
2024-12-09,SKU0043,255,0.0,24,237
2024-12-16,SKU0043,134,419.0,24,237
2024-12-23,SKU0043,0,419.0,24,237
2024-12-30,SKU0043,0,419.0,24,237
2025-01-06,SKU0043,325,0.0,24,237
2025-01-13,SKU0043,224,533.0,24,237
2025-01-20,SKU0043,134,533.0,24,237
2025-01-27,SKU0043,37,533.0,24,237
2025-02-03,SKU0043,0,533.0,24,237
2025-02-10,SKU0043,461,0.0,24,237
2025-02-17,SKU0043,360,0.0,24,237
2025-02-24,SKU0043,250,0.0,24,237
2025-03-03,SKU0043,133,390.0,24,237
2025-03-10,SKU0043,41,390.0,24,237
2025-03-17,SKU0043,0,390.0,24,237
2025-03-24,SKU0043,332,0.0,24,237
2025-03-31,SKU0043,247,0.0,24,237
2025-04-07,SKU0043,164,340.0,24,237
2025-04-14,SKU0043,30,340.0,24,237
2025-04-21,SKU0043,0,340.0,24,237
2025-04-28,SKU0043,299,0.0,24,237
2025-05-05,SKU0043,210,366.0,24,237
2025-05-12,SKU0043,138,366.0,24,237
2025-05-19,SKU0043,60,366.0,24,237
2025-05-26,SKU0043,0,366.0,24,237
2025-06-02,SKU0043,293,0.0,24,237
2025-06-09,SKU0043,232,254.0,24,237
2025-06-16,SKU0043,174,254.0,24,237
2025-06-23,SKU0043,106,254.0,24,237
2025-06-30,SKU0043,47,254.0,24,237
2025-07-07,SKU0043,236,245.0,24,237
2025-07-14,SKU0043,171,245.0,24,237
2025-07-21,SKU0043,50,245.0,24,237
2025-07-28,SKU0043,0,245.0,24,237
2025-08-04,SKU0043,194,254.0,24,237
2025-08-11,SKU0043,119,254.0,24,237
2025-08-18,SKU0043,43,254.0,24,237
2025-08-25,SKU0043,240,0.0,24,237
2025-09-01,SKU0043,180,279.0,24,237
2025-09-08,SKU0043,69,279.0,24,237
2025-09-15,SKU0043,0,279.0,24,237
2025-09-22,SKU0043,236,316.0,24,237
2025-09-29,SKU0043,168,316.0,24,237
2025-10-06,SKU0043,90,316.0,24,237
2025-10-13,SKU0043,6,316.0,24,237
2025-10-20,SKU0043,245,0.0,24,237
2025-10-27,SKU0043,164,360.0,24,237
2025-11-03,SKU0043,71,360.0,24,237
2025-11-10,SKU0043,0,,24,237
2025-11-17,SKU0043,294,0.0,24,237
2025-11-24,SKU0043,196,504.0,24,237
2025-12-01,SKU0043,55,504.0,24,237
2025-12-08,SKU0043,0,504.0,24,237
2025-12-15,SKU0043,0,504.0,24,237
2025-12-22,SKU0043,321,0.0,24,237
2025-12-29,SKU0043,214,530.0,24,237
2024-01-01,SKU0044,151,952.0,18,748
2024-01-08,SKU0044,0,952.0,18,748
2024-01-15,SKU0044,0,952.0,18,748
2024-01-22,SKU0044,793,0.0,18,748
2024-01-29,SKU0044,538,888.0,18,748
2024-02-05,SKU0044,304,888.0,18,748
2024-02-12,SKU0044,941,0.0,18,748
2024-02-19,SKU0044,693,1000.0,18,748
2024-02-26,SKU0044,441,1000.0,18,748
2024-03-04,SKU0044,178,1000.0,18,748
2024-03-11,SKU0044,866,0.0,18,748
2024-03-18,SKU0044,589,916.0,18,748
2024-03-25,SKU0044,302,916.0,18,748
2024-04-01,SKU0044,37,916.0,18,748
2024-04-08,SKU0044,712,951.0,18,748
2024-04-15,SKU0044,385,951.0,18,748
2024-04-22,SKU0044,152,951.0,18,748
2024-04-29,SKU0044,882,0.0,18,748
2024-05-06,SKU0044,674,866.0,18,748
2024-05-13,SKU0044,458,866.0,18,748
2024-05-20,SKU0044,262,866.0,18,748
2024-05-27,SKU0044,924,0.0,18,748
2024-06-03,SKU0044,721,752.0,18,748
2024-06-10,SKU0044,520,752.0,18,748
2024-06-17,SKU0044,325,752.0,18,748
2024-06-24,SKU0044,906,0.0,18,748
2024-07-01,SKU0044,741,592.0,18,748
2024-07-08,SKU0044,582,592.0,18,748
2024-07-15,SKU0044,409,592.0,18,748
2024-07-22,SKU0044,779,0.0,18,748
2024-07-29,SKU0044,633,531.0,18,748
2024-08-05,SKU0044,485,531.0,18,748
2024-08-12,SKU0044,885,0.0,18,748
2024-08-19,SKU0044,748,496.0,18,748
2024-08-26,SKU0044,604,496.0,18,748
2024-09-02,SKU0044,476,496.0,18,748
2024-09-09,SKU0044,795,0.0,18,748
2024-09-16,SKU0044,643,,18,748
2024-09-23,SKU0044,497,501.0,18,748
2024-09-30,SKU0044,841,0.0,18,748
2024-10-07,SKU0044,704,583.0,18,748
2024-10-14,SKU0044,555,583.0,18,748
2024-10-21,SKU0044,369,583.0,18,748
2024-10-28,SKU0044,777,0.0,18,748
2024-11-04,SKU0044,600,608.0,18,748
2024-11-11,SKU0044,399,608.0,18,748
2024-11-18,SKU0044,823,0.0,18,748
2024-11-25,SKU0044,607,686.0,18,748
2024-12-02,SKU0044,332,686.0,18,748
2024-12-09,SKU0044,782,0.0,18,748
2024-12-16,SKU0044,513,760.0,18,748
2024-12-23,SKU0044,246,760.0,18,748
2024-12-30,SKU0044,790,0.0,18,748
2025-01-06,SKU0044,497,955.0,18,748
2025-01-13,SKU0044,247,955.0,18,748
2025-01-20,SKU0044,930,0.0,18,748
2025-01-27,SKU0044,657,967.0,18,748
2025-02-03,SKU0044,420,967.0,18,748
2025-02-10,SKU0044,162,967.0,18,748
2025-02-17,SKU0044,893,0.0,18,748
2025-02-24,SKU0044,634,1002.0,18,748
2025-03-03,SKU0044,367,1002.0,18,748
2025-03-10,SKU0044,91,1002.0,18,748
2025-03-17,SKU0044,814,0.0,18,748
2025-03-24,SKU0044,575,911.0,18,748
2025-03-31,SKU0044,328,911.0,18,748
2025-04-07,SKU0044,994,0.0,18,748
2025-04-14,SKU0044,655,1349.0,18,748
2025-04-21,SKU0044,382,1349.0,18,748
2025-04-28,SKU0044,139,1349.0,18,748
2025-05-05,SKU0044,1275,0.0,18,748
2025-05-12,SKU0044,1074,0.0,18,748
2025-05-19,SKU0044,857,0.0,18,748
2025-05-26,SKU0044,661,730.0,18,748
2025-06-02,SKU0044,454,730.0,18,748
2025-06-09,SKU0044,272,730.0,18,748
2025-06-16,SKU0044,824,0.0,18,748
2025-06-23,SKU0044,616,632.0,18,748
2025-06-30,SKU0044,436,632.0,18,748
2025-07-07,SKU0044,877,0.0,18,748
2025-07-14,SKU0044,747,554.0,18,748
2025-07-21,SKU0044,509,554.0,18,748
2025-07-28,SKU0044,360,554.0,18,748
2025-08-04,SKU0044,777,0.0,18,748
2025-08-11,SKU0044,634,508.0,18,748
2025-08-18,SKU0044,480,508.0,18,748
2025-08-25,SKU0044,831,0.0,18,748
2025-09-01,SKU0044,690,535.0,18,748
2025-09-08,SKU0044,536,535.0,18,748
2025-09-15,SKU0044,386,535.0,18,748
2025-09-22,SKU0044,784,,18,748
2025-09-29,SKU0044,613,516.0,18,748
2025-10-06,SKU0044,473,516.0,18,748
2025-10-13,SKU0044,844,0.0,18,748
2025-10-20,SKU0044,673,619.0,18,748
2025-10-27,SKU0044,534,619.0,18,748
2025-11-03,SKU0044,363,619.0,18,748
2025-11-10,SKU0044,805,0.0,18,748
2025-11-17,SKU0044,631,656.0,18,748
2025-11-24,SKU0044,431,656.0,18,748
2025-12-01,SKU0044,818,0.0,18,748
2025-12-08,SKU0044,610,734.0,18,748
2025-12-15,SKU0044,357,734.0,18,748
2025-12-22,SKU0044,818,0.0,18,748
2025-12-29,SKU0044,593,929.0,18,748
2024-01-01,SKU0045,68,388.0,11,237
2024-01-08,SKU0045,0,388.0,11,237
2024-01-15,SKU0045,311,0.0,11,237
2024-01-22,SKU0045,124,364.0,11,237
2024-01-29,SKU0045,0,364.0,11,237
2024-02-05,SKU0045,195,437.0,11,237
2024-02-12,SKU0045,9,437.0,11,237
2024-02-19,SKU0045,326,0.0,11,237
2024-02-26,SKU0045,142,393.0,11,237
2024-03-04,SKU0045,0,393.0,11,237
2024-03-11,SKU0045,194,451.0,11,237
2024-03-18,SKU0045,14,451.0,11,237
2024-03-25,SKU0045,327,0.0,11,237
2024-04-01,SKU0045,161,385.0,11,237
2024-04-08,SKU0045,0,385.0,11,237
2024-04-15,SKU0045,152,630.0,11,237
2024-04-22,SKU0045,3,630.0,11,237
2024-04-29,SKU0045,483,0.0,11,237
2024-05-06,SKU0045,323,0.0,11,237
2024-05-13,SKU0045,163,331.0,11,237
2024-05-20,SKU0045,20,331.0,11,237
2024-05-27,SKU0045,221,301.0,11,237
2024-06-03,SKU0045,82,301.0,11,237
2024-06-10,SKU0045,239,0.0,11,237
